"soort_id","soort_naam","latijnse_naam","bron_soort_ids","familie","soortgroep","protocolgroep","geldige_tellingtypen","toewijzingsbron","matrixversie","toelichting"
33,"Smient","Mareca penelope","33",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
564,"Sneeuwgors","Plectrophenax nivalis","564",,"overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
37,"Soepeend","Anas platyrhynchos f. domestica","37","Eenden","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande soortfamilie","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
22,"Soepgans","Anser anser f. domesticus","22","Ganzen","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande soortfamilie","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
61,"Sperwer","Accipiter nisus","61","Sperwers","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
633,"Sperwergrasmus","Sylvia nisoria","633",,"overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
190,"Spotvogel","Hippolais icterina","190","Rietzangers","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
229,"Spreeuw","Sturnus vulgaris","229","Spreeuwen","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
182,"Sprinkhaanrietzanger","Locustella naevia","182","Sprinkhaanzangers","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
207,"Staartmees","Aegithalos caudatus","207","Staartmezen","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
121,"Stadsduif","Columba livia domestica","121","Duiven","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
430,"Steenloper","Arenaria interpres","430",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
106,"Stormmeeuw","Larus canus","106","Meeuwen","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande soortfamilie","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
42,"Tafeleend","Aythya ferina","42","Eenden","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
173,"Tapuit","Oenanthe oenanthe","173","Vliegenvangers","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
198,"Tjiftjaf","Phylloscopus collybita","198","Boszangers","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
64,"Torenvalk","Falco tinnunculus","64","Valken","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
125,"Tortelduif","Streptopelia turtur","125","Duiven","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
194,"Tuinfluiter","Sylvia borin","194","Grasmussen","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
98,"Tureluur","Tringa totanus","98","Strandlopers","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande soortfamilie","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
124,"Turkse Tortel","Streptopelia decaocto","124","Duiven","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
150,"Veldleeuwerik","Alauda arvensis","150","Leeuweriken","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
133,"Velduil","Asio flammeus","133","Uilen","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
233,"Vink","Fringilla coelebs","233","Vinken","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
63,"Visarend","Pandion haliaetus","63",,"overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
116,"Visdief","Sterna hirundo","116","Meeuwen","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
202,"Vuurgoudhaan","Regulus ignicapilla","202","Goudhanen","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
77,"Waterhoen","Gallinula chloropus","77","Rallen","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
497,"Waterpieper","Anthus spinoletta","497",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
72,"Waterral","Rallus aquaticus","72","Rallen","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
93,"Watersnip","Gallinago gallinago","93","Strandlopers","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
53,"Wespendief","Pernis apivorus","53","Sperwers","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
36,"Wilde Eend","Anas platyrhynchos","36","Eenden","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
19,"Wilde Zwaan","Cygnus cygnus","19",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
164,"Winterkoning","Troglodytes troglodytes","164","Winterkoningen","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
35,"Wintertaling","Anas crecca","35","Eenden","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
100,"Witgat","Tringa ochropus","100",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
637,"Witkopstaartmees","Aegithalos caudatus caudatus","637",,"overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
162,"Witte Kwikstaart","Motacilla alba alba","162","Kwikstaarten","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
161,"Witte Kwikstaart (spec)","Motacilla alba","161","Kwikstaarten","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
97,"Wulp","Numenius arquata","97","Strandlopers","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande soortfamilie","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
177,"Zanglijster","Turdus philomelos","177","Lijsters","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
108,"Zilvermeeuw","Larus argentatus","108","Meeuwen","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande soortfamilie","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
39,"Zomertaling","Spatula querquedula","39","Eenden","water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
226,"Zwarte Kraai","Corvus corone","226","Kraaien","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
212,"Zwarte Mees","Periparus ater","212","Mezen","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
290,"Zwarte Ooievaar","Ciconia nigra","290",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
169,"Zwarte Roodstaart","Phoenicurus ochruros","169","Vliegenvangers","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
426,"Zwarte ruiter","Tringa erythropus","426",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
143,"Zwarte Specht","Dryocopus martius","143","Spechten","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
120,"Zwarte Stern","Chlidonias niger","120",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","bestaande EVG-water/rietgroep","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
629,"Zwarte zee-eend","Melanitta nigra","629",,"water_wetland","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","expliciete water-/wetlandlijst","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
195,"Zwartkop","Sylvia atricapilla","195","Grasmussen","overige_vogels","alle_volledige_bezoeken","Alle vogelsoorten; Watervogels en wetlandsoorten","standaard alle vogelsoorten","winterprotocol-v1-technisch","Volgens de vaste telregel worden tijdens ieder volledig regulier winterbezoek alle waargenomen vogels genoteerd; tellingtype blijft modelcovariaat."
